" 
Nome",NIF,Tipo Entidade,Escalão Dívida
F OLIVEIRA POLIMENTOS EM METAIS LD,506480607,Pessoa Coletiva,10000 a 50000
IRMAOS ARRAIS CONSTRUCOES LDA,506480968,Pessoa Coletiva,10000 a 50000
REGIO E BENTO INSTALACOES REPARACOES ELECTRICAS LDA,506481115,Pessoa Coletiva,10000 a 50000
"PISCINAS100QUIMICOS - COMÉRCIO DE PISCINAS, UNIPESSOAL LD - EM LIQUIDAÇÃO",506481840,Pessoa Coletiva,10000 a 50000
ANTONIO FORTUNATO SANTOS SOCIEDADE UNIPESSOAL LD,506482103,Pessoa Coletiva,10000 a 50000
"PARCONTEX - CONFECÇÕES UNIPESSOAL, LDA",506482685,Pessoa Coletiva,10000 a 50000
SONDAGENS LEZIRIA - SONDAGENS CAPTAÇAO AGUA SOC UNIPESSOAL LD,506482960,Pessoa Coletiva,10000 a 50000
SEVERINO & FREITAS LDA,506483100,Pessoa Coletiva,10000 a 50000
"OEGA - ORGANIZAÇÃO DE ENCOMENDAS E GESTÃO DE ARMAZÉNS, LDA",506483770,Pessoa Coletiva,10000 a 50000
A F C MENDES UNIPESSOAL LD,506485129,Pessoa Coletiva,10000 a 50000
"SUPNET - APLICAÇÕES DE SOFTWARE PROFISSIONAL, LIMITADA - EM LIQUIDAÇÃO",506485390,Pessoa Coletiva,10000 a 50000
NOCTIGEST SERVICOS DE GESTAO DE ACTIVIDADES DE LAZER LDA,506486354,Pessoa Coletiva,10000 a 50000
"NAUTICLASS - LANCHAS E IATES, UNIPESSOAL LDA - EM LIQUIDAÇÃO",506487148,Pessoa Coletiva,10000 a 50000
P. LEMOS E RAMOS & C LDA - EM LIQUIDAÇÃO,506487563,Pessoa Coletiva,10000 a 50000
POLIAL PRODUÇÕES METALICAS OESTE S.A.,506487881,Pessoa Coletiva,10000 a 50000
ABAQUE COMERCIO MAQUINAS EQUIPAMENTOS HOTELEIROS S.A.,506488365,Pessoa Coletiva,10000 a 50000
HUSETECN SERVICOS SECTORES ENGENHARIA TECNOL AFINS CONSERVACAO MANUTENCAO LDA,506488454,Pessoa Coletiva,10000 a 50000
TANOARIA R. J. B. LDA,506489183,Pessoa Coletiva,10000 a 50000
"EUROCONEXÃO - IMPORTAÇÃO, EXPORTAÇÃO E FORMAÇÃO PROFISSIONAL, LDA - EM LIQUIDAÇÃO",506489353,Pessoa Coletiva,10000 a 50000
MHG CONSTRUÇAO CIVIL E OBRAS PUBLICAS UNIPESSOAL LD,506489655,Pessoa Coletiva,10000 a 50000
"NUPERA - TRANSPORTES, CONSULTADORIA, FORMAÇÃO, UNIPESSOAL LDA - EM LIQUIDAÇÃO",506489876,Pessoa Coletiva,10000 a 50000
PADARIA NELITO LDA - EM LIQUIDAÇÃO,506490173,Pessoa Coletiva,10000 a 50000
MASSA INSOLVENTE DE CVM TEXTEIS LDA,506490661,Pessoa Coletiva,10000 a 50000
"LOBATOLOGIA - SOCIEDADE DE CONSTRUÇÃO CÍVIL, LDA.",506490785,Pessoa Coletiva,10000 a 50000
NUNO CANGOSTAS COMÉRCIO DE MATERIAL DE SEGURANÇA CONTRA INCÊNDIOS LDA,506490980,Pessoa Coletiva,10000 a 50000
V.O. AUTOMOTIVE COMERCIO GESTAO VEICULOS AUTOMOVEIS S.A.,506491528,Pessoa Coletiva,10000 a 50000
AZEMO AZEITE MONSANTINO COMERCIO E INDUSTRIA LDA,506491919,Pessoa Coletiva,10000 a 50000
"HILÁRIO F. SILVA - REPARAÇÕES AUTO, LDA",506492516,Pessoa Coletiva,10000 a 50000
"PAULO MATOS - MEDIAÇÃO IMOBILIÁRIA UNIPESSOAL, LDA",506492885,Pessoa Coletiva,10000 a 50000
"HOMEKEEP, LDA - EM LIQUIDAÇÃO",506493296,Pessoa Coletiva,10000 a 50000
NMJ RESTAURACAO HOTELARIA LD,506493350,Pessoa Coletiva,10000 a 50000
FRONLAVRA ALUGUER DE MÁQUINAS AGRÍCOLAS SOCIEDADE UNIPESSOAL LDA,506493601,Pessoa Coletiva,10000 a 50000
MARQUES PINTO & SILVA LD,506493806,Pessoa Coletiva,10000 a 50000
TRADEMAD - COMÉRCIO DE MADEIRAS LDA - EM LIQUIDAÇÃO,506493830,Pessoa Coletiva,10000 a 50000
GUALDINO MARCELINO & RIBEIRO LDA,506495140,Pessoa Coletiva,10000 a 50000
CONSTRUCOES J MENDES RAMALHO LDA,506495868,Pessoa Coletiva,10000 a 50000
"CONSTRUÇÕES DONANFER, LDA",506496104,Pessoa Coletiva,10000 a 50000
TELERETAIL IMPORTAÇÃO E EXPORTAÇÃO LDA,506496163,Pessoa Coletiva,10000 a 50000
SIMETRIA LAR - SOCIEDADE DE CONSTRUÇÃO CIVIL LDA - EM LIQUIDAÇÃO,506496287,Pessoa Coletiva,10000 a 50000
"RODRIGUES PIMENTA - COMÉRCIO E INDÚSTRIA TÊXTIL, S. A.",506496295,Pessoa Coletiva,10000 a 50000
ANTONIO JESUS SANTOS CONSTRUCAO CIVIL UNIPESSOAL LDA,506497011,Pessoa Coletiva,10000 a 50000
"SARTAGO MANUTENÇÃO NAVAL E INDUSTRIAL, LDA",506498344,Pessoa Coletiva,10000 a 50000
FASE III - FORMAÇÃO E CONSULTORIA EM NOVAS TECNOLOGIAS LDA,506498484,Pessoa Coletiva,10000 a 50000
RPF PROJECT PROJECTOS ELECTRICOS E AUTOMACAO LD,506499529,Pessoa Coletiva,10000 a 50000
TRANSREDE - TRANSPORTES LDA,506499545,Pessoa Coletiva,10000 a 50000
PORTAL DAS CARNES EXPLORACAO HOTELEIRA UNIPESSOAL LDA,506499707,Pessoa Coletiva,10000 a 50000
EASYCARGO TRANSPORTE MERCADORIAS UNIPESSOAL LDA,506500225,Pessoa Coletiva,10000 a 50000
ALGARTERRAPLENAGENS - MOVIMENTAÇÃO DE TERRAS LDA,506500250,Pessoa Coletiva,10000 a 50000
FULLOFFICE SERVICOS EQUIPAMENTO ESCRITORIO LD,506500705,Pessoa Coletiva,10000 a 50000
BIBIJOCA CRECHE JARDIM INFANCIA TEMPOS LIVRES LDA,506502961,Pessoa Coletiva,10000 a 50000
"P.J.S.O., UNIPESSOAL LDA",506503119,Pessoa Coletiva,10000 a 50000
NOITEVORA SOCIEDADE EXPLORAÇÃO DE BARES LD,506503690,Pessoa Coletiva,10000 a 50000
TRAILORCARGO SOCIEDADE DE TRANSPORTES LDA,506503704,Pessoa Coletiva,10000 a 50000
"STONECUB - COMÉRCIO DE GRANITOS, LDA",506504140,Pessoa Coletiva,10000 a 50000
IMOCONTAS - AUDITORIA E GESTÃO LDA,506504930,Pessoa Coletiva,10000 a 50000
"UTOPIA A CORES - CENTRO DE CÓPIAS UNIPESSOAL, LDA",506505847,Pessoa Coletiva,10000 a 50000
R J TUBOS TRANSFORMACAO DE PAPEL E COMERCIO DE EMBALAGENS LDA,506505901,Pessoa Coletiva,10000 a 50000
LAMISAUDE CLINICA MEDICA ENFERMAGEM LD,506506002,Pessoa Coletiva,10000 a 50000
ANFEPINSTUQUE ESTUQUE E PINTURA LD,506506304,Pessoa Coletiva,10000 a 50000
"J.D.E A.R. - TRANSPORTES INTERNACIONAIS E NACIONAIS, LDA",506506312,Pessoa Coletiva,10000 a 50000
BLACK LABEL MOTOCICLOS LDA,506507335,Pessoa Coletiva,10000 a 50000
"TRANSPORTE DE MERCADORIAS MANUEL JOAQUIM FONSECA, UNIPESSOAL LDA",506508382,Pessoa Coletiva,10000 a 50000
VILHENA E AFONSO CONSULTING GESTAO FISCALIDADE LDA,506508994,Pessoa Coletiva,10000 a 50000
"F.P.& PINTO, LDA",506509362,Pessoa Coletiva,10000 a 50000
RESTAURANTE MULEMBA XANGOLA LD,506509419,Pessoa Coletiva,10000 a 50000
"AFONSO & GONÇALVES, LDA.",506509435,Pessoa Coletiva,10000 a 50000
VAL BOA TEXTEIS SOCIEDADE UNIPESSOAL LD,506509613,Pessoa Coletiva,10000 a 50000
ESTILO PLANO MOBILIARIO E ARTIGOS DE DECORACAO LDA,506509958,Pessoa Coletiva,10000 a 50000
EURATIÃES COMERCIO DE CARNES LDA,506512878,Pessoa Coletiva,10000 a 50000
PADARIA PAO QUENTE PADEIRINHA DE SANTANA LDA,506513025,Pessoa Coletiva,10000 a 50000
"QUINTAGRANITOS - CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS, GRANITOS LDA - EM LIQUIDAÇÃO",506513718,Pessoa Coletiva,10000 a 50000
"COOLART - AR CONDICIONADO, UNIPESSOAL LDA - EM LIQUIDAÇÃO",506513831,Pessoa Coletiva,10000 a 50000
SERRALHARIA ANTÓNIO DIAS SOUSA LDA,506513866,Pessoa Coletiva,10000 a 50000
BENEDETTINO & FEITEIRA PIZZERIA LD,506514358,Pessoa Coletiva,10000 a 50000
NETSUPORT PROGRAMACAO INFORMATICA UNIPESSOAL LDA,506514404,Pessoa Coletiva,10000 a 50000
CLARA E LUIS CABELEIREIROS LD,506515087,Pessoa Coletiva,10000 a 50000
"M. SAT - EQUIPAMENTOS DE TELECOMUNICAÇÕES, UNIPESSOAL LDA",506515850,Pessoa Coletiva,10000 a 50000
IMPERGAIA REVESTIMENTOS IMPERMEABILIZACOES LD,506516040,Pessoa Coletiva,10000 a 50000
ALICE CARMO LDA,506516172,Pessoa Coletiva,10000 a 50000
JOAQUIM GUIA ACTIVIDADES HOTELEIRAS UNIPESSOAL LDA,506517624,Pessoa Coletiva,10000 a 50000
SILVIA OLIVEIRA CONSTRUÇÕES LDA,506518582,Pessoa Coletiva,10000 a 50000
SOCADOÇOS EMPREITEIROS CONSTRUÇÃO CIVIL OBRAS PUBLICAS UNIPESSOAL LDA,506518809,Pessoa Coletiva,10000 a 50000
J L SARAIVA CONSTRUCÕES SOCIEDADE UNIPESSOAL LDA,506518850,Pessoa Coletiva,10000 a 50000
MARQUES E BRANCO EMPREITEIROS DA CONSTRUÇÃO CIVIL LD,506519465,Pessoa Coletiva,10000 a 50000
PT CONSTRUÇÕES UNIPESSOAL LDA,506520668,Pessoa Coletiva,10000 a 50000
"MANUEL F. SANTOS, LDA",506521036,Pessoa Coletiva,10000 a 50000
HAMNERTH CONTABILIDADE UNIPESSOAL LD,506521737,Pessoa Coletiva,10000 a 50000
PLANETA BIO COMERCIO PRODUTOS BIOLOGICOS LDA,506522032,Pessoa Coletiva,10000 a 50000
INSTALEVORA INST ELECTRICAS LD,506522490,Pessoa Coletiva,10000 a 50000
"SUPERBEIRAS - CONSTRUÇÕES E REMODELAÇÕES,UNIPESSOAL LDA- EM LIQUIDAÇÃO",506522539,Pessoa Coletiva,10000 a 50000
STTB - SOCIEDADE DE TRANSPORTES TERESA & BRUNO LDA,506523128,Pessoa Coletiva,10000 a 50000
"TRANSPORTES SINTRA DA BEIRA, SOCIEDADE UNIPESSOAL LDA - EM LIQUIDAÇÃO",506523420,Pessoa Coletiva,10000 a 50000
COFRALU PROJECTOS E COFRAGENS DE ALUMINIO LDA,506523535,Pessoa Coletiva,10000 a 50000
ELAS LAVANDARIAS LD,506524159,Pessoa Coletiva,10000 a 50000
H.L.M. ELECTRÓNICA E IMAGENS LD,506524736,Pessoa Coletiva,10000 a 50000
JORGE MANUEL MARQUES UNIPESSOAL LDA,506525104,Pessoa Coletiva,10000 a 50000
JOSE MAGALHAES NEVES SOCIEDADE UNIPESSOAL LDA,506525333,Pessoa Coletiva,10000 a 50000
GOUVEIA PASSOS E MENDONCA LD,506525465,Pessoa Coletiva,10000 a 50000
QUEST CONNEXION CONSULTORIA PROJECTOS LDA,506525813,Pessoa Coletiva,10000 a 50000
MASSA INSOLVENTE MARJOLUZ COMERCIO E INSTALACAO DE MATERIAL ELECTRICO LDA,506526534,Pessoa Coletiva,10000 a 50000
SOUSA & MATA - RESTAURAÇÃO LDA,506526682,Pessoa Coletiva,10000 a 50000
CASA DE REPOUSO OS AMIGUINHOS UNIPESSOAL LD,506526739,Pessoa Coletiva,10000 a 50000
FLORBELA BAIÃO UNIPESSOAL LDA,506526879,Pessoa Coletiva,10000 a 50000
LOTATRADE COMERCIO DE MATERIAS PRIMAS LDA,506527557,Pessoa Coletiva,10000 a 50000
NARCISO E RODRIGUES CONSTRUÇÕES CIVIS LD,506528634,Pessoa Coletiva,10000 a 50000
FERNANDA NOGUEIRA COIMBRA LDA,506528715,Pessoa Coletiva,10000 a 50000
NORDICTRANS TRANSPORTES E LOGISTICA LDA,506529070,Pessoa Coletiva,10000 a 50000
ELECTROHABITA INSTALACOES ELECTRICAS UNIPESSOAL LDA,506529142,Pessoa Coletiva,10000 a 50000
"AMADO TAVARES - AGRO PECUÁRIA UNIP.,LDA",506529240,Pessoa Coletiva,10000 a 50000
INÊS PEREIRA & BEATRIZ VIEIRA LDA,506529690,Pessoa Coletiva,10000 a 50000
RI RO RESTAURANTE LD,506529860,Pessoa Coletiva,10000 a 50000
SANTIPORTAS PORTAS E AUTOMATISMOS LD,506531082,Pessoa Coletiva,10000 a 50000
"V E L 2 COMÉRCIO DE PRODUTOS ALIMENTARES,TALHOS LD",506531430,Pessoa Coletiva,10000 a 50000
WINNER S GYM HEALTH FITNESS ACTIVIDADES DESPORTIVAS LD,506531449,Pessoa Coletiva,10000 a 50000
MARIO E VIEGAS MANUTENCAO REPARACAO VIATURAS LD,506531465,Pessoa Coletiva,10000 a 50000
RICARDO & CUNHA CONSTRUÇÃO CIVIL LD,506531813,Pessoa Coletiva,10000 a 50000
CARLOS GUIMARÃES TRANSPORTES NACIONAIS INTERNACIONAIS LD,506531872,Pessoa Coletiva,10000 a 50000
SELECTIO PRODUÇOES GRAFICAS LD,506532143,Pessoa Coletiva,10000 a 50000
ETACH EMPRESA DE TECNOLOGIA DE AGUAS PARA CONSUMO HUMANO LDA,506532534,Pessoa Coletiva,10000 a 50000
ESTILO 2003- CONSTRUCOES LDA,506532631,Pessoa Coletiva,10000 a 50000
JOAO L FERREIRA - CONSTRUÇÕES LDA,506533581,Pessoa Coletiva,10000 a 50000
FRUTAR NORTE - FRUTAS DE ARRANHÓ LDA- EM LIQUIDAÇÃO,506534600,Pessoa Coletiva,10000 a 50000
"MULTIWATT - CONSTRUCAO CIVIL, LDA",506534677,Pessoa Coletiva,10000 a 50000
VERA LUCIA OLIVEIRA MENDES UNIPESSOAL LDA,506536416,Pessoa Coletiva,10000 a 50000
QSM QULITY SERVICE MERCHANDISING LD,506536840,Pessoa Coletiva,10000 a 50000
REPUBLICANA COMERCIO ALIMENTAR LDA,506536858,Pessoa Coletiva,10000 a 50000
FMVS CONSTRUCOES METALICAS UNIPESSOAL LDA,506536882,Pessoa Coletiva,10000 a 50000
TRANSPORTES ESTRELA CAVALEIROS UNIPESSOAL LD,506536912,Pessoa Coletiva,10000 a 50000
ESPACOFISIO SERVICOS SAUDE DESPORTO UNIPESSOAL LD,506538451,Pessoa Coletiva,10000 a 50000
CONFECCOES 2003 LDA,506538680,Pessoa Coletiva,10000 a 50000
OURIPHONE SERVIÇOS EM TELECOMUNICAÇÕES LDA,506539040,Pessoa Coletiva,10000 a 50000
BRASILPORT PUBLICIDADE E SERVICOS LDA,506539121,Pessoa Coletiva,10000 a 50000
PNEUMOZ COMERCIO PNEUS SOC UNIPESSOAL LDA,506539148,Pessoa Coletiva,10000 a 50000
JOSE ALBERTO DUARTE SERPA UNIPESSOAL LDA,506539334,Pessoa Coletiva,10000 a 50000
CENTRO DE INGLES DA BAIXA UNIPESSOAL LDA,506539342,Pessoa Coletiva,10000 a 50000
"CERVICIL - FÁBRICA, LDA - EM LIQUIDAÇÃO",506539580,Pessoa Coletiva,10000 a 50000
"ANTÓNIO JORGE RODRIGUES MOREIRA - COMÉRCIO AGLOMERADOS, UNIPESSOAL LDA - EM LIQUIDAÇÃO",506540294,Pessoa Coletiva,10000 a 50000
NUNO MAGALHAES NUNES ARQUITECTURA LDA,506541479,Pessoa Coletiva,10000 a 50000
GARDENFRAME - ARQUITECTURA PAISAGISTA LDA - EM LIQUIDAÇÃO,506543340,Pessoa Coletiva,10000 a 50000
TRANSPORTES BORGES PEREIRA LDA,506543765,Pessoa Coletiva,10000 a 50000
POLIS 21 CONSTRUCOES UNIPESSOAL LDA,506543900,Pessoa Coletiva,10000 a 50000
"WELLNESS SPA CENTER - ACTIVIDADES DESPORTIVAS E DE BEM ESTAR, S.A. - EM LIQUIDAÇÃO",506545237,Pessoa Coletiva,10000 a 50000
FOZ DO AVE RESTAURANTE LDA,506545555,Pessoa Coletiva,10000 a 50000
VINIPELE INDUSTRIA DE MARROQUINARIA LDA,506546497,Pessoa Coletiva,10000 a 50000
"BIOINVENTYS - INVESTIGAÇÃO E DESENVOLVIMENTO DE APOIO À INDÚSTRIA DE GALVANOPLASTIA, LIMITADA - EM LIQUIDAÇÃO",506546845,Pessoa Coletiva,10000 a 50000
"JORGE MERCA, LDA",506547779,Pessoa Coletiva,10000 a 50000
"ARRIBAS DA ROCHA - HOTELARIA E TURISMO, UNIPESSOAL LDA",506548058,Pessoa Coletiva,10000 a 50000
XL - SERVIÇOS DE SEGURANÇA PRIVADA LDA,506549020,Pessoa Coletiva,10000 a 50000
ALDEIA EM VERSO - ACTIVIDADES HOTELEIRAS LDA- EM LIQUIDAÇÃO,506551032,Pessoa Coletiva,10000 a 50000
GOODINK COMERCIO DE CONSUMIVEIS INFORMATICOS E ESCRITORIO LD,506551130,Pessoa Coletiva,10000 a 50000
CONSTRUCOES M R FERREIRA LD,506551822,Pessoa Coletiva,10000 a 50000
BARBOSA & COSTA COMERCIO DE ACESSORIOS PARA ELECTRODOMESTICOS LDA,506551989,Pessoa Coletiva,10000 a 50000
TODODOMESTICOS COMERCIO ELETRODOMESTICOS UNIPESSOAL LDA,506552543,Pessoa Coletiva,10000 a 50000
J D MOREIRA & FILHOS LDA,506552772,Pessoa Coletiva,10000 a 50000
TWA TECNICAL WORK ADVISORS EMPRESA TRABALHO TEMPORARIO LDA,506552853,Pessoa Coletiva,10000 a 50000
EXPOENTECARNES MERCADO DE CARNES UNIPESSOAL LDA,506553248,Pessoa Coletiva,10000 a 50000
"FMOF, UNIPESSOAL LDA",506553850,Pessoa Coletiva,10000 a 50000
PEDROUCOS BURGUER ACTIVIDADES HOTELEIRAS LDA,506555585,Pessoa Coletiva,10000 a 50000
CÚBICARGO SERVIÇOS DE TRANSPORTE DE CARGA NACIONAIS E INTER UNIPESSOAL LD,506556085,Pessoa Coletiva,10000 a 50000
LEONEL COSTA & Cª UNIPESSOAL LDA,506556530,Pessoa Coletiva,10000 a 50000
ANA LOPES LOPES CONFECCOES LDA,506557820,Pessoa Coletiva,10000 a 50000
ANABELA FONTES SOCIEDADE UNIPESSOAL LD,506558886,Pessoa Coletiva,10000 a 50000
JOSÉ MATIAS FERREIRA UNIPESSOAL LDA,506559939,Pessoa Coletiva,10000 a 50000
ELECTRO CATUJAL INSTALACOES ELECTRICAS UNIPESSOAL LDA,506561143,Pessoa Coletiva,10000 a 50000
"EVENTOS DINAMICOS, LDA",506561216,Pessoa Coletiva,10000 a 50000
"J & F CHAVEIRO - PASTELARIA E ACTIVIDADES HOTELEIRAS, UNIPESSOAL LD",506561623,Pessoa Coletiva,10000 a 50000
MELKIA SPIRIT CHEESE AND WINE BISTRO SNACK BAR UNIPESSOAL LDA,506562190,Pessoa Coletiva,10000 a 50000
CONFECÇÕES TEXTEIS ISMAEL FERREIRA UNIPESSOAL LDA,506562301,Pessoa Coletiva,10000 a 50000
VALAVICOLA - PRODUÇÃO E COMERCIALIZAÇÃO DE PRODUTOS AVICOLA LDA,506563324,Pessoa Coletiva,10000 a 50000
"CESTINHO - SUPERMERCADO, LDA",506563790,Pessoa Coletiva,10000 a 50000
"LEONEL MÁRIO FERNANDES BARROSO, UNIPESSOAL LDA",506564061,Pessoa Coletiva,10000 a 50000
C F N T CENTRO FORMACAO NOVAS TECNOLOGIAS,506564495,Pessoa Coletiva,10000 a 50000
DANIEL & CONCEICAO LDA,506564541,Pessoa Coletiva,10000 a 50000
AZEITE E VINAGRE COMERCIO PRODUTOS ALIMENTARES LD,506564681,Pessoa Coletiva,10000 a 50000
"SOLTEAM - RESTAURAÇÃO SOCIEDADE UNIPESSOAL, LDA",506565742,Pessoa Coletiva,10000 a 50000
EXPERWORKS EMPRESA DE TRABALHO TEMPORARIO LD,506566528,Pessoa Coletiva,10000 a 50000
PLANETA VIVO CENTRO DE INVESTIGACAO AMBIENTAL LDA,506566897,Pessoa Coletiva,10000 a 50000
NUNO ORTEGA & RIBEIRO LDA,506567443,Pessoa Coletiva,10000 a 50000
PEQUENO PRÍNCIPE - CENTRO INFANTIL LDA - EM LIQUIDAÇÃO,506567621,Pessoa Coletiva,10000 a 50000
HILARICONSTROI CONSTRUÇÃO E REPARAÇÃO DE EDIFICIOS UNIPESSOAL LDA,506568571,Pessoa Coletiva,10000 a 50000
C D I V CLINICA DENTARIA INTEGRADA DE VAGOS LDA,506569047,Pessoa Coletiva,10000 a 50000
J SILVA & FERNANDES - FÁBRICA DE CALÇADO LDA,506569330,Pessoa Coletiva,10000 a 50000
RICARDO MARINHO ARMADORES DE FERRO LD,506569594,Pessoa Coletiva,10000 a 50000
REVALPAL RECUPERACAO VALORIZACAO PALETES LD,506569632,Pessoa Coletiva,10000 a 50000
"SALÃO DE CHÁ, PASTELARIA, PÃO QUENTE - ALTEZA LDA - EM LIQUIDAÇÃO",506569934,Pessoa Coletiva,10000 a 50000
LUÍS FONTE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA LDA,506570134,Pessoa Coletiva,10000 a 50000
DIVOS - CABELEIREIROS E ESTÉTICA LDA,506570444,Pessoa Coletiva,10000 a 50000
IMO PINTO & FERRAZ LDA - EM LIQUIDIÇÃO,506571114,Pessoa Coletiva,10000 a 50000
RETOUCHERIE DÉ D OR ARRANJOS E TRANSFORMAÇÕES EM VESTUÁRIO LDA,506571211,Pessoa Coletiva,10000 a 50000
MARIA ISAURA PEREIRA DA SILVA ALVES SOCIEDADE UNIPESSOAL LDA,506571246,Pessoa Coletiva,10000 a 50000
"VINIDECANTER - DISTRIBUIÇÃO DE PRODUTOS ALIMENTARES, S.A.",506571602,Pessoa Coletiva,10000 a 50000
CREDIRISK CONSULTORES LDA,506571769,Pessoa Coletiva,10000 a 50000
M. OLIVEIRA & S. OLIVEIRA LDA,506572862,Pessoa Coletiva,10000 a 50000
LOCCI - ENGENHARIA UNIPESSOAL LDA,506574180,Pessoa Coletiva,10000 a 50000
PAULO & MOREIRA INDUSTRIA ELECTRICA LDA,506574202,Pessoa Coletiva,10000 a 50000
O RECREIO MAGICO ENSINO INFANTIL EDUCATIVO LDA,506574555,Pessoa Coletiva,10000 a 50000
PRESTASSIS PRESTAÇÃO DE SERVICOS ELETRICOS LDA,506575195,Pessoa Coletiva,10000 a 50000
BEIRIBATATA COMERCIO PRODUTOS HORTICOLAS LD,506575349,Pessoa Coletiva,10000 a 50000
T H F P TRANSPORTES HUGO FILIPE E PAULO LDA,506576248,Pessoa Coletiva,10000 a 50000
IMT IMOBILIARIA DO TAMEGA LDA,506576744,Pessoa Coletiva,10000 a 50000
TRANSPORCAVA TRANSPORTES E ESCAVACOES UNIPESSOAL LDA,506577074,Pessoa Coletiva,10000 a 50000
JOPATRI CORTE DE VESTUARIO LDA,506577341,Pessoa Coletiva,10000 a 50000
"ARTHURIUS, LDA",506578127,Pessoa Coletiva,10000 a 50000
URBIMONTEIRO CONSTRUCAO CIVIL E OBRAS PUBLICAS LDA,506578526,Pessoa Coletiva,10000 a 50000
"MARIA VIRGÍNIA CARVALHO HERDEIRA DE ARNALDO DOS SANTOS CARVALHO, LDA - EM LIQUIDAÇÃO",506578666,Pessoa Coletiva,10000 a 50000
"FERNANDES & BARRETE, COMÉRCIO DE MOBILIÁRIO LDA - EM LIQUIDAÇÃO",506578747,Pessoa Coletiva,10000 a 50000
NEW MED SAÚDE HIGIENE E SEGURANÇA NO TRABALHO LD,506579441,Pessoa Coletiva,10000 a 50000
HELIODENTE LABORATORIO PROTESE DENTARIA UNIPESSOAL LD,506580016,Pessoa Coletiva,10000 a 50000
CERRI E RAMOS LD,506580580,Pessoa Coletiva,10000 a 50000
RIBERVILA ISOLAMENTOS SERRALHARIA E CONSTRUCAO CIVIL LDA,506581489,Pessoa Coletiva,10000 a 50000
MASSA INSOLVENTE ICONE INOVACAO E DESIGN EM ARTIGOS DECORATIVOS LDA,506582078,Pessoa Coletiva,10000 a 50000
"ALEXANDRA RIBEIRO - CONFECÇÕES, UNIPESSOAL LDA - EM LIQUIDAÇÃO",506583848,Pessoa Coletiva,10000 a 50000
F J IVO LDA,506584470,Pessoa Coletiva,10000 a 50000
MARINA MACHADO CABELEIREIRO UNIPESSOAL LD,506584887,Pessoa Coletiva,10000 a 50000
MARIO RUI PEREIRA UNIPESSOAL LDA,506585018,Pessoa Coletiva,10000 a 50000
VISAO DA COR PINTURA E CONSTRUCOES LDA,506585123,Pessoa Coletiva,10000 a 50000
VISUAL CONCEPT - INSTITUTO DE BELEZA LDA - EM LIQUIDAÇÃO,506585255,Pessoa Coletiva,10000 a 50000
TRANSPORTES MÓNICA & IRMÃO LDA,506585379,Pessoa Coletiva,10000 a 50000
"DECORFREITAS - CARPINTARIA DE FÁTIMA LDA, EM LIQUIDAÇÃO",506585638,Pessoa Coletiva,10000 a 50000
CACEFAZ PACK PROMOCOES EMBALAGENS LDA,506586138,Pessoa Coletiva,10000 a 50000
JOSE JOÃO DUARTE URBANO CONSTRUÇÕES SOCIEDADE UNIPESSOAL LD,506586847,Pessoa Coletiva,10000 a 50000
V.J.G - EQUIPAMENTOS INDUSTRIAIS LDA - EM LIQUIDAÇÃO,506586979,Pessoa Coletiva,10000 a 50000
ERMIDÁGUA - CANALIZAÇÕES UNIPESSOAL LDA,506587320,Pessoa Coletiva,10000 a 50000
ARMINDO COSTA CONSTRUCAO CIVIL UNIPESSOAL LD,506588505,Pessoa Coletiva,10000 a 50000
ESTILO E FORMAS CARPINTARIA UNIPESSOAL LDA,506589340,Pessoa Coletiva,10000 a 50000
CC E MC CONSTRUÇÃO CIVIL MATERIAIS CONST CIVIL LD,506589749,Pessoa Coletiva,10000 a 50000
NANDYLIMPA SERVICOS DE LIMPEZA E JARDINAGEM LDA,506590232,Pessoa Coletiva,10000 a 50000
GONCALVES ARAUJO & PIRES LDA,506590860,Pessoa Coletiva,10000 a 50000
ISABEL CRISTINA & IRMÃ LDA,506591271,Pessoa Coletiva,10000 a 50000
GRISBARES EXPLORACAO HOTELEIRA LDA,506591875,Pessoa Coletiva,10000 a 50000
PORTIVEDA - SERRALHARIA LDA,506592987,Pessoa Coletiva,10000 a 50000
H MARTINS & M ROCHA LDA,506593193,Pessoa Coletiva,10000 a 50000
"PAULO & VANESSA - ACTIVIDADES HOTELEIRAS, LDA.",506593649,Pessoa Coletiva,10000 a 50000
RED BUG AGENCIA PUBLICIDADE LDA,506593843,Pessoa Coletiva,10000 a 50000
PÊ-ÉR- ACTIVIDADES IMOBILIÁRIAS S.A.,506594890,Pessoa Coletiva,10000 a 50000
AVO MANEL HOTELARIA E SIMILARES UNIPESSOAL LDA,506595137,Pessoa Coletiva,10000 a 50000
ANTONIO FARIA BARRETO LDA,506596249,Pessoa Coletiva,10000 a 50000
"DIGIDECO - MÓVEIS, DIVISÓRIAS E SISTEMAS INTEGRADOS LDA - EM LIQUIDAÇÃO",506596532,Pessoa Coletiva,10000 a 50000
DOMINGOS A M MARQUES UNIPESSOAL LDA,506597741,Pessoa Coletiva,10000 a 50000
CONSTRUCOES PAULO MENDES TEIXEIRA UNIPESSOAL LDA,506598152,Pessoa Coletiva,10000 a 50000
N ACESSOS REDES ESTRUTURADAS INSTALACOES ELECTRICAS LDA,506598705,Pessoa Coletiva,10000 a 50000
